id_word,sentence,"crop","word","tag","code","pos"
8339,1881,"Frutales de hueso","malas","O",NULL,"aq0000"
8340,1881,"Frutales de hueso","hierbas","O",NULL,"nc0p000"
8379,1885,"Maíz","Tratar","O",NULL,"vmn0000"
8380,1885,"Maíz","en","B-dur",NULL,"sp000"
8381,1885,"Maíz","preemergencia","B-phe",NULL,"nc0s000"
8382,1885,"Maíz","del","O",NULL,"sp000"
8383,1885,"Maíz","cultivo","O",NULL,"nc0s000"
8394,1888,"Vid","Tratar","O",NULL,"vmn0000"
8395,1888,"Vid","en","O",NULL,"sp000"
8396,1888,"Vid","aplicación","O",NULL,"nc0s000"
8397,1888,"Vid","dirigida","O",NULL,"aq0000"
8398,1888,"Vid","al","O",NULL,"sp000"
8399,1888,"Vid","suelo","O",NULL,"nc0s000"
8400,1888,"Vid","entre","O",NULL,"sp000"
8401,1888,"Vid","las","O",NULL,"da0000"
8402,1888,"Vid","lineas","O",NULL,"aq0000"
8403,1888,"Vid","de","O",NULL,"sp000"
8404,1888,"Vid","la","O",NULL,"da0000"
8405,1888,"Vid","plantación","O",NULL,"nc0s000"
8406,1888,"Vid",",","O",NULL,"fc"
8407,1888,"Vid","durante","B-dur",NULL,"sp000"
8408,1888,"Vid","la","O",NULL,"da0000"
8409,1888,"Vid","parada","B-phe",NULL,"nc0s000"
8410,1888,"Vid","vegetativa","I-phe",NULL,"aq0000"
8411,1888,"Vid","antes","B-bef",NULL,"rg"
8412,1888,"Vid","de","O",NULL,"sp000"
8413,1888,"Vid","la","O",NULL,"da0000"
8414,1888,"Vid","brotación","B-phe",NULL,"nc0s000"
8415,1888,"Vid",",","O",NULL,"fc"
8416,1888,"Vid","en","B-dur",NULL,"sp000"
8417,1888,"Vid","preemergencia","B-pph",NULL,"nc0s000"
8418,1888,"Vid","de","O",NULL,"sp000"
8419,1888,"Vid","las","O",NULL,"da0000"
8420,1888,"Vid","malas","O",NULL,"aq0000"
8421,1888,"Vid","hierbas","O",NULL,"nc0p000"
8449,1892,"Maíz","Aplicar","O",NULL,"vmn0000"
8450,1892,"Maíz","desde","B-aft",NULL,"sp000"
8451,1892,"Maíz","el","O",NULL,"da0000"
8452,1892,"Maíz","estado","O",NULL,"nc0s000"
8453,1892,"Maíz","de","O",NULL,"sp000"
8454,1892,"Maíz","5","B-phe",NULL,"z0"
8455,1892,"Maíz","-","B-bef",NULL,"fg"
8456,1892,"Maíz","6","B-phe",NULL,"z0"
8457,1892,"Maíz","hojas","I-phe",NULL,"nc0p000"
8458,1892,"Maíz","con","B-dur",NULL,"sp000"
8459,1892,"Maíz","las","O",NULL,"da0000"
8460,1892,"Maíz","malas","O",NULL,"aq0000"
8461,1892,"Maíz","hierbas","O",NULL,"nc0p000"
8462,1892,"Maíz","en","O",NULL,"sp000"
8463,1892,"Maíz","estado","O",NULL,"nc0s000"
8464,1892,"Maíz","de","O",NULL,"sp000"
8465,1892,"Maíz","plántula","B-pph",NULL,"nc0s000"
8466,1895,"Vid","No","O",NULL,"rn"
8467,1895,"Vid","utilizar","O",NULL,"vmn0000"
8468,1895,"Vid","para","O",NULL,"sp000"
8469,1895,"Vid","consumo","O",NULL,"nc0s000"
8470,1895,"Vid","las","O",NULL,"da0000"
8471,1895,"Vid","hojas","O",NULL,"nc0p000"
8472,1895,"Vid","de","O",NULL,"sp000"
8473,1895,"Vid","las","O",NULL,"da0000"
8474,1895,"Vid","vides","O",NULL,"nc0p000"
8475,1895,"Vid","tratadas","O",NULL,"aq0000"
8476,1898,"Peral","Aplicar","O",NULL,"vmn0000"
8477,1898,"Peral","en","B-dur",NULL,"sp000"
8478,1898,"Peral","primavera","B-sea","3","nc0s000"
8479,1898,"Peral",",","O",NULL,"fc"
8480,1898,"Peral","cuando","O",NULL,"cs"
8481,1898,"Peral","la","O",NULL,"da0000"
8482,1898,"Peral","población","O",NULL,"nc0s000"
8483,1898,"Peral","es","O",NULL,"vsip000"
8484,1898,"Peral","baja","O",NULL,"aq0000"
8485,1898,"Peral","y","B-rep","3","cc"
8486,1898,"Peral","en","B-dur",NULL,"sp000"
8487,1898,"Peral","otoño","B-sea",NULL,"nc0s000"
8488,1898,"Peral",",","O",NULL,"fc"
8489,1898,"Peral","al","B-dur",NULL,"sp000"
8490,1898,"Peral","inicio","B-phe","93","nc0s000"
8491,1898,"Peral","de","I-phe","93","sp000"
8492,1898,"Peral","la","I-phe","93","da0000"
8493,1898,"Peral","caída","I-phe","93","nc0s000"
8494,1898,"Peral","de","I-phe","93","sp000"
8495,1898,"Peral","las","I-phe","93","da0000"
8496,1898,"Peral","hojas","I-phe","93","nc0p000"
8497,1898,"Peral","para","O",NULL,"sp000"
8498,1898,"Peral","prevenir","O",NULL,"vmn0000"
8499,1898,"Peral","el","O",NULL,"da0000"
8500,1898,"Peral","desarrollo","O",NULL,"nc0s000"
8501,1898,"Peral","de","O",NULL,"sp000"
8502,1898,"Peral","la","O",NULL,"da0000"
8503,1898,"Peral","plaga","O",NULL,"nc0s000"
8504,1898,"Peral","durante","O",NULL,"sp000"
8505,1898,"Peral","el","O",NULL,"da0000"
8506,1898,"Peral","invierno","O",NULL,"nc0s000"
8583,1907,"Vid","Aplicar","O",NULL,"vmn0000"
8584,1907,"Vid","en","O",NULL,"sp000"
8585,1907,"Vid","pulverización","O",NULL,"nc0s000"
8586,1907,"Vid","normal","O",NULL,"aq0000"
8587,1907,"Vid","con","O",NULL,"sp000"
8588,1907,"Vid","tractor","O",NULL,"nc0s000"
8589,1907,"Vid","y","O",NULL,"cc"
8590,1907,"Vid","manual","O",NULL,"aq0000"
8591,1907,"Vid",",","O",NULL,"fc"
8592,1907,"Vid","entre","B-aft",NULL,"sp000"
8593,1907,"Vid","los","O",NULL,"da0000"
8594,1907,"Vid","estados","O",NULL,"nc0p000"
8595,1907,"Vid","de","O",NULL,"sp000"
8596,1907,"Vid","``","O",NULL,"fe"
8597,1907,"Vid","3","B-phe",NULL,"dn0000"
8598,1907,"Vid","hojas","I-phe",NULL,"nc0p000"
8599,1907,"Vid","desplegadas","I-phe",NULL,"aq0000"
8600,1907,"Vid","''","O",NULL,"fe"
8601,1907,"Vid","y","B-bef",NULL,"cc"
8602,1907,"Vid","``","O",NULL,"fe"
8603,1907,"Vid","todas","B-phe",NULL,"di0000"
8604,1907,"Vid","las","I-phe",NULL,"da0000"
8605,1907,"Vid","bayas","I-phe",NULL,"nc0p000"
8606,1907,"Vid","de","I-phe",NULL,"sp000"
8607,1907,"Vid","un","I-phe",NULL,"di0000"
8608,1907,"Vid","racimo","I-phe",NULL,"nc0s000"
8609,1907,"Vid","se","I-phe",NULL,"p0000000"
8610,1907,"Vid","tocan","I-phe",NULL,"vmip000"
8611,1907,"Vid","''","O",NULL,"fe"
8612,1907,"Vid",",","O",NULL,"fc"
8613,1907,"Vid","máximo","O",NULL,"aq0000"
8614,1907,"Vid","de","O",NULL,"sp000"
8615,1907,"Vid","2","O",NULL,"z0"
8616,1907,"Vid","aplicaciones/campaña","O",NULL,"aq0000"
8617,1907,"Vid",",","O",NULL,"fc"
8618,1907,"Vid","espaciadas","O",NULL,"aq0000"
8619,1907,"Vid","al","O",NULL,"sp000"
8620,1907,"Vid","menos","O",NULL,"rg"
8621,1907,"Vid","21","O",NULL,"z0"
8622,1907,"Vid","días","O",NULL,"nc0p000"
8623,1907,"Vid",",","O",NULL,"fc"
8624,1907,"Vid","sin","O",NULL,"sp000"
8625,1907,"Vid","superar","O",NULL,"vmn0000"
8626,1907,"Vid","los","O",NULL,"da0000"
8627,1907,"Vid","0,75","O",NULL,"z0"
8628,1907,"Vid","L/ha","O",NULL,"np00000"
8629,1909,"Ajos","Pulverización","O",NULL,"np00000"
8630,1909,"Ajos","normal","O",NULL,"aq0000"
8631,1909,"Ajos","dirigida","O",NULL,"aq0000"
8632,1909,"Ajos","al","O",NULL,"sp000"
8633,1909,"Ajos","suelo","O",NULL,"nc0s000"
8634,1909,"Ajos","en","B-dur",NULL,"sp000"
8635,1909,"Ajos","preemergencia","B-phe",NULL,"nc0s000"
8636,1909,"Ajos","o","B-xor",NULL,"cc"
8637,1909,"Ajos","post-emergencia","B-phe",NULL,"nc00000"
8638,1909,"Ajos","temprana","I-phe",NULL,"aq0000"
8639,1909,"Ajos","(","O",NULL,"nc0s000"
8640,1909,"Ajos","1-3","B-phe",NULL,"z0"
8641,1909,"Ajos","hojas","I-phe",NULL,"nc0p000"
8642,1909,"Ajos",")","O",NULL,"nc0s000"
8643,1909,"Ajos",",","O",NULL,"fc"
8644,1909,"Ajos","y","O",NULL,"cc"
8645,1909,"Ajos","en","O",NULL,"sp000"
8646,1909,"Ajos","una","B-mac",NULL,"di0000"
8647,1909,"Ajos","sola","O",NULL,"aq0000"
8648,1909,"Ajos","aplicación","O",NULL,"nc0s000"
8649,1909,"Ajos","por","O",NULL,"sp000"
8650,1909,"Ajos","campaña","O",NULL,"nc0s000"
8718,1914,"Frutales de hueso","Pulverización","O",NULL,"np00000"
8719,1914,"Frutales de hueso","normal","O",NULL,"aq0000"
8720,1914,"Frutales de hueso","dirigida","O",NULL,"aq0000"
8721,1914,"Frutales de hueso","al","O",NULL,"sp000"
8722,1914,"Frutales de hueso","suelo","O",NULL,"nc0s000"
8723,1914,"Frutales de hueso",",","O",NULL,"fc"
8724,1914,"Frutales de hueso","realizando","O",NULL,"vmg0000"
8725,1914,"Frutales de hueso","una","B-mac",NULL,"di0000"
8726,1914,"Frutales de hueso","única","O",NULL,"aq0000"
8727,1914,"Frutales de hueso","aplicación","O",NULL,"nc0s000"
8728,1914,"Frutales de hueso","por","O",NULL,"sp000"
8729,1914,"Frutales de hueso","campaña","O",NULL,"nc0s000"
8730,1914,"Frutales de hueso","en","B-dur",NULL,"sp000"
8731,1914,"Frutales de hueso","post-emergencia","B-phe","-2","nc00000"
8732,1914,"Frutales de hueso","(","O",NULL,"nc0s000"
8733,1914,"Frutales de hueso","pre-prefloración","B-phe","-2","nc0s000"
8734,1914,"Frutales de hueso",")","O",NULL,"nc0s000"
8789,1918,"Patata","Pulverización","O",NULL,"np00000"
8790,1918,"Patata","normal","O",NULL,"aq0000"
8791,1918,"Patata","dirigida","O",NULL,"aq0000"
8792,1918,"Patata","al","O",NULL,"sp000"
8793,1918,"Patata","suelo","O",NULL,"nc0s000"
8794,1918,"Patata","en","B-dur",NULL,"sp000"
8795,1918,"Patata","preemergencia","B-phe",NULL,"nc0s000"
8796,1918,"Patata","en","O",NULL,"sp000"
8797,1918,"Patata","una","B-mac",NULL,"di0000"
8798,1918,"Patata","sola","O",NULL,"aq0000"
8799,1918,"Patata","aplicación","O",NULL,"nc0s000"
8800,1918,"Patata","por","O",NULL,"sp000"
8801,1918,"Patata","campaña","O",NULL,"nc0s000"
8815,1920,"Vid","Efectuar","O",NULL,"vmn0000"
8816,1920,"Vid","3","B-mac",NULL,"z0"
8817,1920,"Vid","aplicaciones","O",NULL,"nc0p000"
8818,1920,"Vid","desde","B-aft",NULL,"sp000"
8819,1920,"Vid","que","O",NULL,"cs"
8820,1920,"Vid","los","O",NULL,"da0000"
8821,1920,"Vid","brotes","B-phe",NULL,"nc0p000"
8822,1920,"Vid","han","I-phe",NULL,"vaip000"
8823,1920,"Vid","alcanzado","I-phe",NULL,"vmp0000"
8824,1920,"Vid","los","I-phe",NULL,"da0000"
8825,1920,"Vid","10","I-phe",NULL,"z0"
8826,1920,"Vid","cm","I-phe",NULL,"np00000"
8827,1920,"Vid",",","O",NULL,"fc"
8828,1920,"Vid","a","O",NULL,"sp000"
8829,1920,"Vid","intervalos","O",NULL,"nc0p000"
8830,1920,"Vid","de","O",NULL,"sp000"
8831,1920,"Vid","15","O",NULL,"z0"
8832,1920,"Vid","días","O",NULL,"nc0p000"
8833,1920,"Vid","y","O",NULL,"cc"
8834,1920,"Vid","400-1000","O",NULL,"pn000000"
8835,1920,"Vid","l","O",NULL,"nc0s000"
8836,1920,"Vid","de","O",NULL,"sp000"
8837,1920,"Vid","caldo","O",NULL,"nc0s000"
8838,1920,"Vid","por","O",NULL,"sp000"
8839,1920,"Vid","Ha","O",NULL,"vaip000"
8909,1955,"Vid","Efectuar","O",NULL,"vmn0000"
8910,1955,"Vid","2","B-mac",NULL,"z0"
8911,1955,"Vid","aplicaciones","O",NULL,"nc0p000"
8912,1955,"Vid","por","O",NULL,"sp000"
8913,1955,"Vid","campaña","O",NULL,"nc0s000"
8914,1955,"Vid",",","O",NULL,"fc"
8915,1955,"Vid","la","O",NULL,"da0000"
8916,1955,"Vid","1ª","O",NULL,"np00000"
8917,1955,"Vid","desde","B-aft",NULL,"sp000"
8918,1955,"Vid","la","O",NULL,"da0000"
8919,1955,"Vid","floración","B-phe",NULL,"nc0s000"
8920,1955,"Vid","hasta","B-bef",NULL,"sp000"
8921,1955,"Vid","el","O",NULL,"da0000"
8922,1955,"Vid","cuajado","B-phe",NULL,"nc0s000"
8923,1964,"Patata","Efectuar","O",NULL,"vmn0000"
8924,1964,"Patata","un","O",NULL,"di0000"
8925,1964,"Patata","máximo","O",NULL,"aq0000"
8926,1964,"Patata","de","O",NULL,"sp000"
8927,1964,"Patata","3","B-mac",NULL,"z0"
8928,1964,"Patata","aplicaciones","O",NULL,"nc0p000"
8929,1964,"Patata","por","O",NULL,"sp000"
8930,1964,"Patata","campaña","O",NULL,"nc0s000"
8931,1964,"Patata",",","O",NULL,"fc"
8932,1964,"Patata","cada","O",NULL,"di0000"
8933,1964,"Patata","15","O",NULL,"z0"
8934,1964,"Patata","días","O",NULL,"nc0p000"
8935,1964,"Patata",",","O",NULL,"fc"
8936,1964,"Patata","después","B-aft",NULL,"rg"
8937,1964,"Patata","de","O",NULL,"sp000"
8938,1964,"Patata","la","O",NULL,"da0000"
8939,1964,"Patata","emergencia","B-phe",NULL,"nc0s000"
8940,1964,"Patata",",","O",NULL,"fc"
8941,1964,"Patata","a","O",NULL,"sp000"
8942,1964,"Patata","la","O",NULL,"da0000"
8943,1964,"Patata","dosis","O",NULL,"nc0n000"
8944,1964,"Patata","indicada","O",NULL,"aq0000"
8945,1964,"Patata","y","O",NULL,"cc"
8946,1964,"Patata","en","O",NULL,"sp000"
8947,1964,"Patata","un","O",NULL,"di0000"
8948,1964,"Patata","volumen","O",NULL,"nc0s000"
8949,1964,"Patata","de","O",NULL,"sp000"
8950,1964,"Patata","caldo","O",NULL,"nc0s000"
8951,1964,"Patata","entre","O",NULL,"sp000"
8952,1964,"Patata","300-800","O",NULL,"z0"
8953,1964,"Patata","l/Ha","O",NULL,"np00000"
8954,1965,"Vid","Efectuar","O",NULL,"vmn0000"
8955,1965,"Vid","1","O",NULL,"z0"
8956,1965,"Vid","aplicación","O",NULL,"nc0s000"
8957,1965,"Vid","por","O",NULL,"sp000"
8958,1965,"Vid","campaña","O",NULL,"nc0s000"
8959,1965,"Vid","en","B-dur",NULL,"sp000"
8960,1965,"Vid","floración","B-phe",NULL,"nc0s000"
8961,1965,"Vid","o","B-xor",NULL,"cc"
8962,1965,"Vid","post-floración","B-phe",NULL,"nc00000"
8963,1965,"Vid",",","O",NULL,"fc"
8964,1965,"Vid","a","O",NULL,"sp000"
8965,1965,"Vid","la","O",NULL,"da0000"
8966,1965,"Vid","dosis","O",NULL,"nc0n000"
8967,1965,"Vid","indicada","O",NULL,"aq0000"
8968,1965,"Vid","y","O",NULL,"cc"
8969,1965,"Vid","en","O",NULL,"sp000"
8970,1965,"Vid","un","O",NULL,"di0000"
8971,1965,"Vid","volumen","O",NULL,"nc0s000"
8972,1965,"Vid","de","O",NULL,"sp000"
8973,1965,"Vid","caldo","O",NULL,"nc0s000"
8974,1965,"Vid","entre","O",NULL,"sp000"
8975,1965,"Vid","300-700","O",NULL,"z0"
8976,1965,"Vid","l/Ha","O",NULL,"np00000"
8977,1965,"Vid","Indicar","O",NULL,"vmn0000"
8978,1965,"Vid","la","O",NULL,"da0000"
8979,1965,"Vid","conveniencia","O",NULL,"nc0s000"
8980,1965,"Vid","de","O",NULL,"sp000"
8981,1965,"Vid","sustitución","O",NULL,"nc0s000"
8982,1965,"Vid","por","O",NULL,"sp000"
8983,1965,"Vid","un","O",NULL,"di0000"
8984,1965,"Vid","fungicida","O",NULL,"nc0s000"
8985,1965,"Vid","de","O",NULL,"sp000"
8986,1965,"Vid","contacto","O",NULL,"nc0s000"
8987,1965,"Vid","cuando","O",NULL,"pr000000"
8988,1965,"Vid","el","O",NULL,"da0000"
8989,1965,"Vid","sarmiento","O",NULL,"nc0s000"
8990,1965,"Vid","lignifique","O",NULL,"aq0000"
9056,1983,"Vid","Efectuar","O",NULL,"vmn0000"
9057,1983,"Vid","un","O",NULL,"di0000"
9058,1983,"Vid","máximo","O",NULL,"aq0000"
9059,1983,"Vid","de","O",NULL,"sp000"
9060,1983,"Vid","3","B-mac",NULL,"z0"
9061,1983,"Vid","aplicaciones","O",NULL,"nc0p000"
9062,1983,"Vid","por","O",NULL,"sp000"
9063,1983,"Vid","campaña","O",NULL,"nc0s000"
9064,1983,"Vid",",","O",NULL,"fc"
9065,1983,"Vid","la","O",NULL,"pp000000"
9066,1983,"Vid","1º","O",NULL,"rg"
9067,1983,"Vid","antes","B-bef",NULL,"rg"
9068,1983,"Vid","de","O",NULL,"sp000"
9069,1983,"Vid","la","O",NULL,"da0000"
9070,1983,"Vid","floración","B-phe","60-69","nc0s000"
9071,1983,"Vid","y","B-rep","60-69","cc"
9072,1983,"Vid","posteriormente","B-aft",NULL,"rg"
9073,1983,"Vid","otras","O",NULL,"di0000"
9074,1983,"Vid","2","B-mai",NULL,"z0"
9075,1983,"Vid","espaciadas","O",NULL,"nc0p000"
9076,1983,"Vid","10-14","O",NULL,"aq0000"
9077,1983,"Vid","días","O",NULL,"nc0p000"
9100,1993,"Maíz","Aplicar","O",NULL,"vmn0000"
9101,1993,"Maíz","cuando","B-dur",NULL,"cs"
9102,1993,"Maíz","el","O",NULL,"da0000"
9103,1993,"Maíz","cultivo","O",NULL,"nc0s000"
9104,1993,"Maíz","tenga","O",NULL,"vmsp000"
9105,1993,"Maíz","4","B-phe",NULL,"dn0000"
9106,1993,"Maíz","hojas","I-phe",NULL,"nc0p000"
9148,1996,"Frutales de hueso","Aplicar","O",NULL,"vmn0000"
9149,1996,"Frutales de hueso","con","O",NULL,"sp000"
9150,1996,"Frutales de hueso","tractor","O",NULL,"nc0s000"
9151,1996,"Frutales de hueso","o","O",NULL,"cc"
9152,1996,"Frutales de hueso","manual","O",NULL,"aq0000"
9153,1996,"Frutales de hueso","Tratar","O",NULL,"np00000"
9154,1996,"Frutales de hueso","desde","B-aft",NULL,"sp000"
9155,1996,"Frutales de hueso","que","O",NULL,"cs"
9156,1996,"Frutales de hueso","las","O",NULL,"da0000"
9157,1996,"Frutales de hueso","primeras","B-phe","19","ao0000"
9158,1996,"Frutales de hueso","hojas","I-phe","19","nc0p000"
9159,1996,"Frutales de hueso","alcanzan","I-phe","19","vmip000"
9160,1996,"Frutales de hueso","el","I-phe","19","da0000"
9161,1996,"Frutales de hueso","tamaño","I-phe","19","nc0s000"
9162,1996,"Frutales de hueso","varietal","I-phe","19","vmip000"
9163,1996,"Frutales de hueso","final","I-phe","19","nc0s000"
9164,1996,"Frutales de hueso","hasta","B-bef",NULL,"sp000"
9165,1996,"Frutales de hueso","que","O",NULL,"cs"
9166,1996,"Frutales de hueso","los","O",NULL,"da0000"
9167,1996,"Frutales de hueso","frutos","B-phe","87","nc0p000"
9168,1996,"Frutales de hueso","han","I-phe","87","vaip000"
9169,1996,"Frutales de hueso","alcanzado","I-phe","87","vmp0000"
9170,1996,"Frutales de hueso","la","I-phe","87","da0000"
9171,1996,"Frutales de hueso","madurez","I-phe","87","nc0s000"
9172,1996,"Frutales de hueso","para","I-phe","87","sp000"
9173,1996,"Frutales de hueso","recolección","I-phe","87","nc0s000"
9174,1996,"Frutales de hueso","con","O",NULL,"sp000"
9175,1996,"Frutales de hueso","un","O",NULL,"di0000"
9176,1996,"Frutales de hueso","máximo","O",NULL,"aq0000"
9177,1996,"Frutales de hueso","de","O",NULL,"sp000"
9178,1996,"Frutales de hueso","2","B-mac",NULL,"z0"
9179,1996,"Frutales de hueso","aplicaciones","O",NULL,"nc0p000"
9180,1996,"Frutales de hueso","por","O",NULL,"sp000"
9181,1996,"Frutales de hueso","campaña","O",NULL,"nc0s000"
9182,1996,"Frutales de hueso","espaciadas","O",NULL,"aq0000"
9183,1996,"Frutales de hueso","7","O",NULL,"z0"
9184,1996,"Frutales de hueso","días","O",NULL,"nc0p000"
9280,2004,"Maíz","Aplicar","O",NULL,"vmn0000"
9281,2004,"Maíz","desde","B-aft",NULL,"sp000"
9282,2004,"Maíz","el","O",NULL,"da0000"
9283,2004,"Maíz","estadío","O",NULL,"nc0s000"
9284,2004,"Maíz","de","O",NULL,"sp000"
9285,2004,"Maíz","3-5","B-phe",NULL,"z0"
9286,2004,"Maíz","hojas","I-phe",NULL,"nc0p000"
9287,2004,"Maíz","hasta","B-bef",NULL,"sp000"
9288,2004,"Maíz","el","O",NULL,"da0000"
9289,2004,"Maíz","final","B-phe",NULL,"nc0s000"
9290,2004,"Maíz","del","I-phe",NULL,"sp000"
9291,2004,"Maíz","encañado","I-phe",NULL,"nc0s000"
9305,2008,"Trigo","En","O",NULL,"sp000"
9306,2008,"Trigo","trigo","O",NULL,"nc0s000"
9307,2008,"Trigo","de","O",NULL,"sp000"
9308,2008,"Trigo","primavera","O",NULL,"nc0s000"
9309,2008,"Trigo",",","O",NULL,"fc"
9310,2008,"Trigo","dosis","O",NULL,"nc0n000"
9311,2008,"Trigo","0,75","O",NULL,"z0"
9312,2008,"Trigo","l/Ha","O",NULL,"np00000"
9313,2008,"Trigo","Aplicar","O",NULL,"vmn0000"
9314,2008,"Trigo","en","B-dur",NULL,"sp000"
9315,2008,"Trigo","primavera","B-sea",NULL,"nc0s000"
9316,2008,"Trigo",",","O",NULL,"fc"
9317,2008,"Trigo","desde","B-aft",NULL,"sp000"
9318,2008,"Trigo","el","O",NULL,"da0000"
9319,2008,"Trigo","incio","B-phe","11","vmis000"
9320,2008,"Trigo","del","I-phe","11","sp000"
9321,2008,"Trigo","ahijado","I-phe","11","nc0s000"
9322,2008,"Trigo","hasta","B-bef",NULL,"sp000"
9323,2008,"Trigo","la","O",NULL,"da0000"
9324,2008,"Trigo","hoja","B-phe","37","nc0s000"
9325,2008,"Trigo","bandera","I-phe","37","nc0s000"
9360,2025,"Maíz","Maíz","O",NULL,"np00000"
9361,2025,"Maíz","Roundup","O",NULL,"np00000"
9362,2025,"Maíz","Ready","O",NULL,"np00000"
9363,2025,"Maíz",":","O",NULL,"fd"
9364,2025,"Maíz","un","O",NULL,"di0000"
9365,2025,"Maíz","tratamiento","O",NULL,"nc0s000"
9366,2025,"Maíz","de","O",NULL,"sp000"
9367,2025,"Maíz","2,4-3,2","O",NULL,"z0"
9368,2025,"Maíz","L/ha","O",NULL,"np00000"
9369,2025,"Maíz","cuando","B-dur",NULL,"pr000000"
9370,2025,"Maíz","el","O",NULL,"da0000"
9371,2025,"Maíz","cultivo","O",NULL,"nc0s000"
9372,2025,"Maíz","tenga","O",NULL,"vmsp000"
9373,2025,"Maíz","4-8","B-phe",NULL,"rg"
9374,2025,"Maíz","hojas","I-phe",NULL,"nc0p000"
9375,2026,"Maíz","2","B-mac",NULL,"z0"
9376,2026,"Maíz","tratamientos","O",NULL,"nc0p000"
9377,2026,"Maíz","de","O",NULL,"sp000"
9378,2026,"Maíz","1,6-","O",NULL,"z0"
9379,2026,"Maíz","2","O",NULL,"dn0000"
9380,2026,"Maíz","L/ha","O",NULL,"i"
9381,2026,"Maíz","cuando","B-dur",NULL,"pt000000"
9382,2026,"Maíz","tenga","O",NULL,"vmsp000"
9383,2026,"Maíz","4-6","B-phe",NULL,"aq0000"
9384,2026,"Maíz","y","B-rep",NULL,"cc"
9385,2026,"Maíz","8-10","B-phe",NULL,"z0"
9386,2026,"Maíz","hojas","I-phe",NULL,"nc0p000"
9387,2027,"Maíz","Nunca","B-not",NULL,"rg"
9388,2027,"Maíz","más","B-aft",NULL,"rg"
9389,2027,"Maíz","tarde","I-aft",NULL,"rg"
9390,2027,"Maíz","de","O",NULL,"sp000"
9391,2027,"Maíz","10","B-phe",NULL,"z0"
9392,2027,"Maíz","hojas","I-phe",NULL,"nc0p000"
9393,2027,"Maíz","desplegadas","I-phe",NULL,"aq0000"
9407,2033,"Albaricoquero","No","O",NULL,"rn"
9408,2033,"Albaricoquero","sobrepasar","O",NULL,"vmn0000"
9409,2033,"Albaricoquero","la","O",NULL,"da0000"
9410,2033,"Albaricoquero","dosis","O",NULL,"nc0n000"
9411,2033,"Albaricoquero","máxima","O",NULL,"aq0000"
9412,2033,"Albaricoquero","de","O",NULL,"sp000"
9413,2033,"Albaricoquero","aplicación","O",NULL,"nc0s000"
9414,2033,"Albaricoquero","de","O",NULL,"sp000"
9415,2033,"Albaricoquero","0,4","O",NULL,"z0"
9416,2033,"Albaricoquero","l","O",NULL,"nc0s000"
9417,2033,"Albaricoquero","de","O",NULL,"sp000"
9418,2033,"Albaricoquero","producto/ha","O",NULL,"aq0000"
9419,2033,"Albaricoquero",",","O",NULL,"fc"
9420,2033,"Albaricoquero","aplicando","O",NULL,"vmg0000"
9421,2033,"Albaricoquero","durante","B-dur",NULL,"sp000"
9422,2033,"Albaricoquero","la","O",NULL,"da0000"
9423,2033,"Albaricoquero","fecha","O",NULL,"nc0s000"
9424,2033,"Albaricoquero","de","O",NULL,"sp000"
9425,2033,"Albaricoquero","floración","B-phe",NULL,"nc0s000"
9426,2033,"Albaricoquero",",","O",NULL,"fc"
9427,2033,"Albaricoquero","o","B-xor",NULL,"cc"
9428,2033,"Albaricoquero","bien","I-xor",NULL,"rg"
9429,2033,"Albaricoquero",",","O",NULL,"fc"
9430,2033,"Albaricoquero","durante","B-dur",NULL,"sp000"
9431,2033,"Albaricoquero","el","O",NULL,"da0000"
9432,2033,"Albaricoquero","periodo","O",NULL,"nc0s000"
9433,2033,"Albaricoquero","de","O",NULL,"sp000"
9434,2033,"Albaricoquero","maduración","B-phe",NULL,"nc0s000"
9435,2033,"Albaricoquero","de","I-phe",NULL,"sp000"
9436,2033,"Albaricoquero","los","I-phe",NULL,"da0000"
9437,2033,"Albaricoquero","frutos","I-phe",NULL,"nc0p000"
9686,2053,"Manzano","Aplicar","O",NULL,"vmn0000"
9687,2053,"Manzano","después","B-aft",NULL,"rg"
9688,2053,"Manzano","de","O",NULL,"sp000"
9689,2053,"Manzano","la","O",NULL,"da0000"
9690,2053,"Manzano","floración","B-phe","60-69","nc0s000"
9691,2059,"Patata","Aplicar","O",NULL,"vmn0000"
9692,2059,"Patata","con","O",NULL,"sp000"
9693,2059,"Patata","el","O",NULL,"da0000"
9694,2059,"Patata","cultivo","O",NULL,"nc0s000"
9695,2059,"Patata","en","B-dur",NULL,"sp000"
9696,2059,"Patata","postemergencia","B-phe",NULL,"nc0s000"
9697,2059,"Patata","hasta","B-bef",NULL,"sp000"
9698,2059,"Patata","la","O",NULL,"da0000"
9699,2059,"Patata","cuarta","B-phe","14","ao0000"
9700,2059,"Patata","hoja","I-phe","14","nc0s000"
9785,2068,"Cebolla","Aplicar","O",NULL,"vmn0000"
9786,2068,"Cebolla","en","O",NULL,"sp000"
9787,2068,"Cebolla","cebolla","O",NULL,"nc0s000"
9788,2068,"Cebolla","con","B-dur",NULL,"sp000"
9789,2068,"Cebolla","las","O",NULL,"da0000"
9790,2068,"Cebolla","hojas","B-phe",NULL,"nc0p000"
9791,2068,"Cebolla","claramente","I-phe",NULL,"rg"
9792,2068,"Cebolla","visibles","I-phe",NULL,"aq0000"
9793,2068,"Cebolla",",","O",NULL,"fc"
